english,romanized
My bedroom is too small.,nge bedroom di chunku du cc
My book has to be somewhere in the room.,ngyi ghi book dhi na lay pha tshu ra wong go
My brother seems to enjoy himself at college.,nge brother di college na enjoy baew may
My brother would often stay up all night reading novels.,nyi acho de chiru nub chi lhobdap lhab de day wong
My cat is following me.,Nga gi jele nga luuu tin dawong may
My cat is white.,ngi jili kab enn
My cough is getting worse.,nge heen kay tsharim thob dho
My daughter is getting married in June.,Nge bum dhi chida drugpai na nama tangdo
My daughter's driving me crazy.,nge bum gi guto na chup mey
My dog has a long tail.,Nge rochi lu juma rem yoe
My eyes feel gritty.,nge me tho ma dea kha kha baw mae
My family is not that large.,nge family di amchi bom mi
"My father can speak French, but my mother can't.",nge apa gi french gi kha shay dey bew da ama gi meshay
My father has a lot of books.,nge ghi apa lu peydoep leysha yoe
My father is arriving at the station at five.,apa chu tsay nga na thay hong
My father is at home.,nge apa chim na yoe
My father knows your mother very well.,nge apa ghi choe ai leyshom bey ngo shey bey
My father used to say that time is money.,nga ghi apa ghi detshay dhi teru inn say lap ni yoe
My foot's asleep again!,Nge kam zirrrr bay dey lok
"My friend likes to live in the city, but his wife prefers to live in their little cottage in the country.",Nge charo di city na doeni ga but kho gi wife gi khong ra gi yue kha chim chungku nara doeni ga wae
My friends stood by me during the court case.,nga gi charo nga gi thama day yoe court case na
My girlfriend is Chinese.,ngi girlfriend dhi chineese enn
My grandfather goes for walks on days when the weather is good.,nge agay gi namshey layshom yoeb dha walk na jo ni yoe
My grandmother is always complaining of the cold.,Nge angay gi atara jang mae say labmae
My hobby is collecting old coins.,nga hobby dhi coin nyem collect beni en
My homeroom teacher is Mrs. Jackson.,nge gi lobkhang lobpoen dhi Mrs Jackson een
My life is complete.,mitshey zo si
My mom walked into my room.,ngi ayi room na wongyi si
My mother bought me a new bicycle.,nge aii ghi cycle sap ngyo ba nu
My mother bought me two pairs of pants last Sunday.,nge aie ghi ya lu dhom nye nyo Dza Daw na nyo bak wong yi
My mother hasn't slept in 3 days due to her illness.,"nge aye na dhi, zha sum day chi ya c mo ngye ma tshu ba."
My mother left me a message.,aii ghi message kay nu
My mother made me study.,nga aii gi pecha ta chu yi
My mother was crying.,dachi nge ai ngu day nu
My mother was sick for two days.,ngyi mother nim ni gi dhen lu na bey dheyi
My nose is stuffed up.,ngi hap sub nu
My parents call me up every day.,pham gi atara call baw may nga ly
My parents don't understand me.,nge pham gey nge ko lay me shay way
My parents sent me to fat camp when I was thirteen.,ngyii ap aie gi fat camp na nga lo chusum nang tang yii
My sister asked me to teach her how to ski.,Nge num gi mo lu ski toen na sey ask bae dey
My sister was a beautiful woman.,nge azhim jarim yoe
My skirt is too long.,nye shirt ram bay say
My uncle gave me this watch.,Uncle gi nga lu watch jin yi
My uncle has completely recovered from his illness.,Nge gi uncle layshom bay dra nu
"My uncle lived in Washington, D. C. for two years.",Lo nyi pha Washington lay zey day nu
My wife had a baby last week.,Nga gi Aum Tsu gi Alu kew chi enn
My wife just had a baby.,Nga wife alu kay yi
Nail the windows shut.,changzer dhab godi na
Nara is as old as Kyoto.,nara thang kyoto lo dan da en
Never be this late again.,nam ya amchi late ma jo
Never choose a vocation just because it permits the wearing of good clothes.,"Vacation choose ma bay cc, gola laeshom genchu ni digi"
Never in my life have I heard or seen such a thing.,"nge life na ha yang mago, thong ya mathong"
New blankets were distributed to the poor.,maycha sarb tshu mi ngamchu tshu lu jin yi
New York is worth visiting.,New york de gatoto yoe
New York State is almost as large as Greece.,newyork greece zum bay ra bom dhu
No comment.,comment me
"No matter how busy you are, I think you should at least read a newspaper.",choe gam chi sem shi yi lab ru newspaper dhi lhab ni nosam tang gho may
"No matter how hard he tried, my opinion didn't change.",choe ga chi pab ru nga me nen
"No more, thank you. I'm full.","Tub chi, nga drangyi. kadrinchoe"
No one arrived.,ga ya ma wong
No one believes that anymore.,Gagi ya believe mibay aphi di
No one is so poor that he cannot afford to be neat.,"ga ya amchi changka mae wong, hing sangsang bae dae ma sub"
No one is speaking.,gagi ya lab ni meen dhu
No one knows the answer.,len dhi gagi ya meshay
No one showed up.,ga ya mawong bay
No one was in the park.,park na ga yang mindhu
No one will care.,ga gi ya damn mi jin
No one will know I'm here.,Nga na yoe si ga gi yang mishey
No one's here.,gaya mindhu
No one's prepared.,Gaya prepared mindu
No way!,No way!
No way!,aney bay di mem wong sa
No way!,No way!
No way!,no way
No way!,ani bay di mem wong sa
No way!,mem wong sa!
No way!,no way
No way!,No way!
No way!,no way
No wonder he was arrested.,Gachi arrest mijo ni tay
"No, I'm not mad at you, I'm just disappointed.",choe ta bay nga tsib maza. choe ta bay nga lo pham c
Nobody but you can make me happy.,nga sem gachu me choe cham chi en
Nobody could explain how the thing was made.,Gagi ya explain bay mitsub bay ani chala di gadey bay zoyi gga
Nobody forced you to help me.,gagi ya choe lu force mabay help bay ni doen lu
Nobody is perfect.,mi ga ya perfect mi
Nobody noticed her absence.,mo mib gagi ya ma tshor way
Nobody will help you.,Gagi ya charo mibey choelu
None of the money is yours.,ani teeru tshu choe gi meen
None of this makes any sense.,khung ga ney ya mindu ani tsu
None of us knew the answer.,nga chay ga gi ya mashay
Not a sound was heard.,ani hay ma nga gi go ra ma go
Not all of them are present.,la lo chi mindu
Nothing is more important than empathy.,empathy lay zhen kha chay sho gani ya mea
Nothing is more pleasant than taking a rest after hard work.,la shu bay wi shul thop mi dewa zum zhen gachi ya me
Nothing would make me happier than to see you happy.,choe sem gawa chin nga ya gai ty
Novels aren't being read as much as they used to be.,novels tsu hema zum lhab ni mindu
Now let's get down to work.,yaa daban garaa lok la na jo gay
Nowadays children do not play outdoors.,dari nabai alu tshu chikha tshem tshey be ya mindhu
"Of all the things Tashi did last weekend, he says that windsurfing was the most fun.",windsurving dhi maam trowa dhu lo
Oh no!,kai sa kai yi!
"Okay, I'm ready.","yaya, nga ready en"
"On behalf of my classmates, let me say a few words of thanks to you.","classmates ghi khatho lay, few words chi jga ghi share baygayy"
"One lump of sugar, please.",chi ni a tshi nang may
"One of his two daughters lives in Tokyo, and the other in Nara.",kho ghi bum nye Tokyo and soso di Nara na dhu
One of my dreams is to one day see the aurora borealis.,nge gi dream naley chi aurora borealis ta ni gi en
One of them was Chime's friend.,mi chi dhe chime gi charo en
One problem translators face is that sometimes the source document is poorly written.,translator chi ge document boring zo nu
One should not make comments.,ga gi ya comment bay ni mi wong
Open the windows to let in some air.,Godri chhi zha wai luma wong chu
Open up.,Open up
Our ancestors developed massive jaws as a result of constant combat.,nga chi ghi ancesteds develooed massive jaws from constant combat
Our army attacked the enemy during the night.,nga chay magmi tsu gi jamchay tsu thaywa luck nu
Our fate is in your hands.,nga chi lo tay sa ra choe gi lap kha en
Our financial problems are serious.,teru mibi k ngyel bom yoe may
Our success was due in part to good luck.,nga chey success di luck gi korlae en
"Our task has been easy so far, but it will be difficult from now on.","dato tsen tsey di la jam chi,da ley pha lakha wong"
Our teacher is a real idiot.,Nga chae ghi lopen dhi no sam ra tang mae shae bae
Paper burns quickly.,shoku joba mae tsik jow mae
Parents provide protection for their children.,pham gi alu lu protection jim mey
Paris is one of the largest cities in the world.,Paris di world nalu largest city en
Pema brought flowers.,pema ghi meto ba nu
Pema could do that.,Pema gi baytshu tey aphi di
Pema couldn't find his shoes.,pema khora ghi lham tshay mathop bay
Pema cut the cake with the new knife Mary had given him.,Mary gi cake jin mee de Pema gi gichu sao gi toe nu.
Pema didn't say that.,pema gi di zum di malab
Pema didn't want to sit next to me.,pema nge bolo me doe lo
Pema didn't want to talk to anyone.,pema ga lu yang lo lab go ma noye way
Pema does volunteer work.,pema
Pema doesn't laugh very often.,pema gey mam gha neu me
Pema gathered wood for the fire.,shing thu mi dhi pema enn
Pema has decided to propose to Mary.,Pema gi Mary lu propose bay ni bay plan bay tsa nu
Pema has read a lot of books about that.,pema gi ani zum gi kolag kitab lasha lhab nu
Pema has three brothers.,Pema lu nuchu sum yoe
Pema has to go home.,pema chim na joni lo
Pema is a bit older than Mary.,pema the mary lay atsi bom
"Pema is out in the yard, playing with our dog.",pema chikha rochi dang tsemtsey dhi dhu
Pema likes ponies.,pema gi ponies ga wae
Pema likes watching TV.,pema de tv ta ne ga way
Pema lost.,pema phamsi
Pema never said he wanted to go with us.,Pema nam ya malab ba ya kho nga chey ngyam jowong sey
Pema said that Mary was disorganized.,pema gi mary disorganized du say lap day
Pema saw a mouse.,pema gi dzitshi chi thong nu
Pema seemed distracted.,pema sem yeng sonu
Pema was ambitious.,pema ghi determination strong dhu
Pema was probably born in Boston.,pema dhi taw dha boston na kay kay embay
Pema wasn't at Mary's funeral.,pema dhee Mary gee mejang na min du
Pema went straight to bed.,Oema thrang thrang palang na ya c
Pema's leg is bleeding.,pema gi kam lay thaa theen dhey
Pema's reaction was the opposite of what Mary had expected.,Pema gi reaction di mary gi opposite may tay
People like to talk.,Mi tsu lo lap ni lu gasu chi embay
People like you are never busy.,cho dhi nam ya busy mindu
Perhaps he knows this story.,yanchin kho ge ahne story shay do Wong
Perhaps the train has been delayed.,ma pa train dhi delay jo nu
Perhaps you won't have to do that.,yangchen choe gi bay mongop wong
Plants require CO2 to grow.,plants tshu dhi bom joni dhenlu co2 go batt
Playing in the street is dangerous.,Chee kha tshem tsew da nyenkha yoe may
Playing the piano isn't easy.,Nencha tro ni jam toto men
Please answer all the questions.,len gay ra jin la
Please call the fire department.,fire department lu call chap na wai
Please contact me by letter.,nga chi kha letter tho lay contact bayna
Please don't be late.,late majo mey
Please don't forget to mail the letters.,letters tsu mail bay ni gi majey may
Please let me know as soon as it's decided.,Dray tha choep chi nga lu lab nang.
Please light a candle.,mombate te
Please put your cigarette out.,choe ghi tam khu dhi zhadha dato
Please reconsider.,lok noesam tang na sa
Please say hello to your family.,choe ra gi pincha lu hello labsh
Please say the alphabet in reverse.,abc ulta na labsh
Please shut the door.,Go dam nang
Please sing a song.,please zhab thra thoen na may
Please smile.,gazoom taensh
Please step aside.,Atsi zu kha zhu
Please stop playing with your hat.,Hat chika tsem tsay ni zha
Please tell me about it.,Nga lu lab na may ani kor lae
Please tell me how to get to the airport.,airport gi lab gaty lae enna lab nang mae please
Please tell me which of the two cameras is better.,Please nga lu lab na wai camera ngyi lae gadi better ena
Please tell Pema I'm sorry.,pema lu nga gi sry lab day say
Please throw the ball.,ball ko wai please
Please turn in your homework by tomorrow.,Choe tsu gi homework di naba submit bay mae
Press the bell twice.,Bell tsha nye tro
Price isn't an issue.,gong tshay dhi tsa gay mi
Prices are double what they were ten years ago.,10 years ago choep da gong double jonu
Put the book where you found it.,dre dhap ga ty thob sa zha
Queen Elizabeth died in 1603.,Queen Elizabeth dhi namlo chik-tong chumi sum na shi nu.
Quit sitting on the fence and make a decision!,"lo ya dang ma man ba , sem tha chey da"
Rabies is the deadliest disease on earth.,rabies sami nay zhi di zamling na dhue juen dhu ney pi ney zhi chi inn
Raúl can't have fun without his friends.,raul charo mi ba trowa mithuen bay
Read the bottom of the page.,sho gu gi ju lu yoe mi dhi lhabsh
Read what's on the label.,Dajang gu yoe mi dhi lhag
Really?,ngom bara ya?
Really?,doen dara ya?
Really?,ngom bara ya?
Recently we have had several disasters.,dari naba disasters do cc wong yi
"Regardless what you say, I don't believe you.",choe ga chi lap ru nag thenzi mi ri
Run!,ju!
Run!,Ju!
Save your long-winded explanations for someone else.,choe gi explnation rem di ro gi doen lu zha da
School's not fun.,lobdra dhi miga bay
See if the gas is turned off.,thap dhi say ni ga ashi ta na
See you again.,lok chey wong
"Seen from a distance, it looks like a ball.",A fa kay taw da.. ani ball zum thong may
Shall I close the window?,gochu dham ga
Shanghai is referred to as the Paris of the East.,Shanghai di Paris of the east en baty
She accompanied me to the hospital.,mo nga chikha hospital jo ye
She advised him to fasten his seat belt.,mo gi seat belt dam zey lab dhey kho lu
"She advised him to give up smoking, but he wouldn't listen to her.",mo gee kho lu tam khu ma thung say lap ru kho gee nyen mathub
She advised him to study harder.,kho ghi pay cha tsa gyen ta lab dhay
She advised him to tell his girlfriend that he loved her.,mo gi kho lu lab ja chin nu lho gi gf lu gamchi gaw inna
